,SquareFeet,Bedrooms,Bathrooms,Neighborhood,YearBuilt,Price,target
13953,1904,4,1,Urban,2019,253564.17874519023,227166.1971394754
13954,2292,4,3,Urban,1990,237718.74840452583,227166.1971394754
13955,1697,3,2,Urban,2005,115061.8697640103,227166.1971394754
13956,1130,2,3,Rural,1995,198435.53453020172,224096.1260397619
13957,1802,4,2,Suburb,1972,168601.95308490656,223234.18985728978
13958,1788,4,2,Suburb,1997,226290.9850019602,223234.18985728978
13959,2855,5,2,Rural,1988,295146.1280115718,224096.1260397619
13960,1350,5,2,Suburb,1992,163272.87378042724,223234.18985728978
13961,1179,5,2,Suburb,1991,167826.71959821784,223234.18985728978
13962,2825,3,2,Suburb,1981,324058.9067903628,223234.18985728978
13963,2503,2,1,Suburb,1969,279334.8454525211,223234.18985728978
13964,2912,2,1,Suburb,2011,275843.75174463534,223234.18985728978
13965,2186,5,2,Suburb,1957,190077.3938544509,223234.18985728978
13966,2806,3,3,Suburb,1956,233453.2198983197,223234.18985728978
13967,2911,5,3,Urban,2011,332403.91241884447,227166.1971394754
13968,2119,2,1,Suburb,2012,233735.90263828772,223234.18985728978
13969,1773,3,3,Suburb,1975,185404.38068640095,223234.18985728978
13970,1509,5,2,Rural,1967,176777.2795802568,224096.1260397619
13971,1364,5,2,Urban,2006,148453.28817879478,227166.1971394754
13972,1980,2,2,Suburb,1990,305052.34920793126,223234.18985728978
13973,1352,3,2,Rural,2004,101258.31521843256,224096.1260397619
13974,1799,2,2,Rural,1999,135083.66245582083,224096.1260397619
13975,2459,3,3,Rural,1973,277698.3063413079,224096.1260397619
13976,2106,3,3,Rural,1957,226241.02319196076,224096.1260397619
13977,2248,5,2,Suburb,1958,211233.8596483383,223234.18985728978
13978,1411,2,2,Rural,1958,112543.77778551372,224096.1260397619
13979,1734,3,3,Rural,1968,190780.06656997945,224096.1260397619
13980,1980,4,3,Suburb,2003,210770.3218357137,223234.18985728978
13981,1117,5,2,Rural,2011,68657.3015718003,224096.1260397619
13982,1481,2,3,Rural,1965,177321.13028063622,224096.1260397619
13983,1191,3,2,Urban,2014,151392.07658491997,227166.1971394754
13984,1590,5,1,Suburb,1996,268968.94641927944,223234.18985728978
13985,1589,2,2,Rural,1999,190372.30568620196,224096.1260397619
13986,1658,2,3,Suburb,1977,214445.1062028924,223234.18985728978
13987,1106,5,1,Urban,1977,168731.0105167225,227166.1971394754
13988,1381,3,3,Urban,1961,216740.64656140187,227166.1971394754
13989,1782,5,3,Urban,1975,160437.7258316406,227166.1971394754
13990,1389,4,3,Suburb,2009,164579.75081691484,223234.18985728978
13991,1243,5,1,Rural,1958,140449.88299248775,224096.1260397619
13992,1584,2,2,Suburb,2017,200020.70865994267,223234.18985728978
13993,1868,4,1,Suburb,1953,184913.88708709215,223234.18985728978
13994,1467,4,1,Suburb,1997,257831.7900217306,223234.18985728978
13995,1865,3,1,Urban,1995,228890.53102069997,227166.1971394754
13996,1933,5,1,Suburb,1985,258994.096665464,223234.18985728978
13997,2561,3,1,Rural,1991,236042.37396135667,224096.1260397619
13998,2233,5,2,Rural,1965,246664.63225850265,224096.1260397619
13999,1603,2,2,Urban,1963,155377.1204262786,227166.1971394754
14000,2660,3,3,Suburb,1996,275647.9917941486,223234.18985728978
14001,2014,2,3,Rural,1953,269291.3740645667,224096.1260397619
14002,2970,2,3,Urban,1985,329756.9703567621,227166.1971394754
14003,2096,4,3,Suburb,1988,173030.56889240514,223234.18985728978
14004,2658,3,2,Urban,2013,195851.7554539065,227166.1971394754
14005,2332,5,3,Rural,2009,340477.4310539129,224096.1260397619
14006,2719,3,2,Urban,1991,221463.25150768785,227166.1971394754
14007,2722,2,3,Urban,1991,263114.78272597806,227166.1971394754
14008,2733,4,1,Urban,1957,365248.7205903686,227166.1971394754
14009,2613,3,2,Rural,1990,254071.12800901744,224096.1260397619
14010,1859,4,2,Suburb,1976,189262.13599425595,223234.18985728978
14011,2209,4,3,Urban,1994,239673.71195408807,227166.1971394754
14012,2879,2,3,Rural,1973,297895.0762308664,224096.1260397619
14013,2276,3,1,Urban,1971,218667.8786590017,227166.1971394754
14014,1012,3,1,Urban,1973,94092.49345549809,227166.1971394754
14015,1298,3,2,Rural,1960,207792.46149668476,224096.1260397619
14016,2099,4,3,Urban,2002,255533.9607095639,227166.1971394754
14017,2074,5,2,Suburb,1977,191132.25377900145,223234.18985728978
14018,1786,3,3,Rural,1960,300180.21027015074,224096.1260397619
14019,1148,2,2,Suburb,2001,203391.3986879905,223234.18985728978
14020,2754,4,2,Urban,1982,333011.8148876346,227166.1971394754
14021,1121,5,3,Rural,1956,146142.7654432959,224096.1260397619
14022,2234,3,3,Suburb,1959,227044.3576480262,223234.18985728978
14023,2303,5,1,Suburb,1994,303800.80838443275,223234.18985728978
14024,1537,4,3,Urban,1997,305358.48740080395,227166.1971394754
14025,2708,5,2,Urban,1952,416407.138440703,227166.1971394754
14026,2179,4,3,Urban,1954,208726.03910168976,227166.1971394754
14027,2261,5,3,Rural,1950,325094.3856769924,224096.1260397619
14028,1375,5,1,Urban,1985,129806.04842541492,227166.1971394754
14029,1081,4,3,Urban,1961,210319.3202502767,227166.1971394754
14030,1491,5,1,Rural,1980,164559.9631590583,224096.1260397619
14031,1355,2,1,Rural,1990,170113.95739436094,224096.1260397619
14032,1924,3,2,Suburb,1988,170117.15069758028,223234.18985728978
14033,2296,5,2,Rural,1954,180606.9424734664,224096.1260397619
14034,2603,5,2,Urban,2014,310568.50029404275,227166.1971394754
14035,2067,5,3,Suburb,1970,234703.27651808268,223234.18985728978
14036,2004,3,3,Urban,1957,146784.67889553995,227166.1971394754
14037,2596,4,2,Suburb,1969,315009.8610986836,223234.18985728978
14038,1122,3,3,Rural,1984,97421.5093369474,224096.1260397619
14039,2372,5,1,Suburb,1999,159292.99139045473,223234.18985728978
14040,1707,4,2,Urban,1994,158143.19386945438,227166.1971394754
14041,1329,5,3,Rural,1994,254961.941198808,224096.1260397619
14042,2432,4,3,Rural,1996,308969.75078089494,224096.1260397619
14043,1990,5,1,Urban,1977,253868.19516416464,227166.1971394754
14044,1322,5,2,Urban,1976,204105.058814292,227166.1971394754
14045,2134,4,2,Urban,2003,204679.96389639957,227166.1971394754
14046,1769,2,3,Urban,1986,114119.85179720672,227166.1971394754
14047,2112,3,2,Urban,1984,209839.34947141976,227166.1971394754
14048,1432,4,1,Rural,1968,186459.42669212015,224096.1260397619
14049,1709,3,2,Rural,2012,196725.85843080844,224096.1260397619
14050,1793,2,1,Suburb,2002,177260.64986602042,223234.18985728978
14051,1711,2,3,Suburb,1990,204230.80438885096,223234.18985728978
14052,2122,4,1,Urban,2011,274100.41572664515,227166.1971394754
14053,1538,2,3,Suburb,1953,143350.76398121874,223234.18985728978
14054,1600,2,3,Suburb,2016,204717.67850087557,223234.18985728978
14055,2169,5,1,Urban,1994,318342.9588610757,227166.1971394754
14056,2717,5,1,Suburb,1977,368473.5785745615,223234.18985728978
14057,1256,2,1,Rural,2017,95430.26407252435,224096.1260397619
14058,2212,5,3,Rural,1999,311596.7671328803,224096.1260397619
14059,2263,2,2,Rural,1988,213893.12121610757,224096.1260397619
14060,1870,5,3,Urban,1952,241371.91228056356,227166.1971394754
14061,1898,2,1,Rural,1983,266526.9551745303,224096.1260397619
14062,2526,2,3,Rural,1974,153124.50762589878,224096.1260397619
14063,2731,3,1,Suburb,1994,220731.51251233488,223234.18985728978
14064,1808,2,1,Suburb,2016,164138.9956182089,223234.18985728978
14065,1676,3,2,Rural,1966,154906.15344695305,224096.1260397619
14066,2842,4,3,Urban,1967,255768.90701075905,227166.1971394754
14067,1270,2,1,Suburb,2003,136607.19403881315,223234.18985728978
14068,2543,2,3,Urban,1972,247253.5199099244,227166.1971394754
14069,1549,3,2,Suburb,1966,186995.54142620717,223234.18985728978
14070,2137,2,1,Suburb,1999,197924.831094266,223234.18985728978
14071,2362,5,1,Urban,2008,363568.2792819192,227166.1971394754
14072,1567,3,3,Suburb,1964,164810.8795326109,223234.18985728978
14073,2966,3,3,Rural,1992,344024.6655329827,224096.1260397619
14074,1985,5,3,Rural,2002,309636.50185889786,224096.1260397619
14075,1358,2,2,Rural,2006,95886.6738187472,224096.1260397619
14076,2673,4,2,Rural,1968,280867.0461945111,224096.1260397619
14077,2637,4,1,Rural,1974,225742.47983801377,224096.1260397619
14078,2357,4,3,Urban,2004,196184.19523503692,227166.1971394754
14079,2712,3,2,Rural,2010,209460.06056372,224096.1260397619
14080,2192,3,3,Suburb,2004,183334.24158976416,223234.18985728978
14081,2362,5,3,Rural,2015,342410.4075481789,224096.1260397619
14082,1797,2,2,Urban,1998,144968.55478532167,227166.1971394754
14083,2284,5,3,Suburb,1967,280724.828450941,223234.18985728978
14084,1886,3,1,Suburb,2001,255753.37989627576,223234.18985728978
14085,2758,4,1,Urban,1983,284566.2690014988,227166.1971394754
14086,2222,2,3,Suburb,1970,316390.5315031749,223234.18985728978
14087,1210,4,2,Urban,1992,136599.43532466565,227166.1971394754
14088,1286,2,3,Urban,1968,165641.6404965867,227166.1971394754
14089,2715,4,1,Suburb,1959,304967.3733676972,223234.18985728978
14090,2785,2,3,Urban,1983,211361.44158149988,227166.1971394754
14091,1742,4,2,Urban,2001,247409.6541448501,227166.1971394754
14092,2495,5,2,Rural,2013,318264.5358256327,224096.1260397619
14093,2505,3,2,Suburb,1957,204729.66249250888,223234.18985728978
14094,2046,5,2,Rural,1982,203760.56202870084,224096.1260397619
14095,2583,4,1,Urban,1965,347825.7133998977,227166.1971394754
14096,2132,2,3,Suburb,2013,209018.62247750664,223234.18985728978
14097,1295,5,1,Suburb,1976,241415.2665080453,223234.18985728978
14098,1005,4,2,Suburb,1988,207118.9434096227,223234.18985728978
14099,1549,3,3,Suburb,1982,139585.38206801628,223234.18985728978
14100,1680,2,3,Suburb,1953,184543.35151026916,223234.18985728978
14101,2891,5,2,Rural,1960,247025.2711616461,224096.1260397619
14102,1794,3,3,Rural,1971,167854.08032568917,224096.1260397619
14103,1202,4,2,Rural,1988,57515.82538184391,224096.1260397619
14104,1324,2,3,Urban,1951,78664.4246584845,227166.1971394754
14105,1824,4,2,Suburb,1960,198993.9174358021,223234.18985728978
14106,2808,2,1,Suburb,2005,305324.3792101646,223234.18985728978
14107,1243,3,3,Rural,2018,148124.53618770392,224096.1260397619
14108,1326,3,1,Urban,2000,92001.3739349252,227166.1971394754
14109,1986,3,1,Rural,2016,289659.7614109639,224096.1260397619
14110,2070,5,1,Suburb,2005,250784.10178792576,223234.18985728978
14111,1760,5,1,Urban,2021,177096.02548568975,227166.1971394754
14112,2614,5,1,Rural,1995,263221.95040742,224096.1260397619
14113,2645,4,3,Rural,2020,308576.0070130674,224096.1260397619
14114,2036,5,3,Urban,1977,352634.15840187046,227166.1971394754
14115,1906,2,3,Urban,1987,263213.1343828434,227166.1971394754
14116,2403,3,1,Urban,1973,256394.4286104217,227166.1971394754
14117,1364,4,2,Suburb,1973,166093.69913086758,223234.18985728978
14118,2625,4,2,Rural,1988,356523.5864226898,224096.1260397619
14119,2365,5,3,Urban,1952,326832.8858671149,227166.1971394754
14120,2883,2,1,Suburb,1975,320460.04767554696,223234.18985728978
14121,2815,3,3,Urban,1964,248259.3249304247,227166.1971394754
14122,2244,4,1,Suburb,2017,252281.7420607704,223234.18985728978
14123,1072,3,2,Suburb,2018,179111.3607752177,223234.18985728978
14124,2769,2,2,Urban,1967,323944.24334823585,227166.1971394754
14125,2795,3,1,Urban,2017,298446.72041652614,227166.1971394754
14126,2648,5,2,Suburb,1952,287673.32036637946,223234.18985728978
14127,2069,3,1,Suburb,1966,267392.5739114067,223234.18985728978
14128,2527,4,3,Urban,2003,277761.07950689906,227166.1971394754
14129,1273,5,1,Suburb,1953,92326.70317135402,223234.18985728978
14130,2578,5,1,Rural,2005,227043.3335977732,224096.1260397619
14131,1207,5,2,Suburb,1978,90995.29765370836,223234.18985728978
14132,2952,5,1,Rural,1999,297244.64201893227,224096.1260397619
14133,2884,4,2,Suburb,2012,409026.4147628774,223234.18985728978
14134,2638,2,1,Rural,1961,274432.4431000954,224096.1260397619
14135,1123,2,2,Rural,1995,168466.5949843641,224096.1260397619
14136,2033,5,1,Suburb,1965,207861.65703117225,223234.18985728978
14137,2352,2,1,Rural,1979,188531.80348673536,224096.1260397619
14138,2210,4,1,Suburb,1994,297025.8741626192,223234.18985728978
14139,1542,2,1,Urban,1992,87352.17146550186,227166.1971394754
14140,2691,2,3,Suburb,1970,258988.5794128221,223234.18985728978
14141,1059,4,3,Suburb,1974,73543.28521429634,223234.18985728978
14142,2784,2,2,Urban,2019,234035.91191782063,227166.1971394754
14143,1898,5,3,Rural,1994,287744.77514470456,224096.1260397619
14144,1885,5,3,Suburb,2006,196620.2683573117,223234.18985728978
14145,2974,4,2,Suburb,1978,344914.6268122586,223234.18985728978
14146,1781,5,3,Rural,1956,238780.43935070155,224096.1260397619
14147,1441,5,2,Urban,1978,191231.88252237625,227166.1971394754
14148,2240,5,3,Rural,2008,236627.23078530352,224096.1260397619
14149,1910,5,2,Urban,1958,122981.04997223178,227166.1971394754
14150,2025,5,2,Rural,1999,161087.7012662599,224096.1260397619
14151,2559,2,3,Rural,1970,249119.0086797092,224096.1260397619
14152,2741,4,2,Urban,1970,316659.2563204402,227166.1971394754
14153,1831,3,1,Urban,1995,122944.05202610708,227166.1971394754
14154,2007,4,3,Rural,1966,106193.75531774844,224096.1260397619
14155,2734,4,1,Rural,1968,349344.946778881,224096.1260397619
14156,2379,4,3,Urban,1978,273568.051190207,227166.1971394754
14157,1625,2,3,Suburb,2002,184888.0736321575,223234.18985728978
14158,2815,4,2,Rural,1997,319833.96663086454,224096.1260397619
14159,2690,4,2,Rural,1956,289707.0121347795,224096.1260397619
14160,2188,2,2,Suburb,1983,290234.4789178206,223234.18985728978
14161,1997,5,3,Urban,1978,202229.15264909595,227166.1971394754
14162,1733,3,2,Rural,1990,174667.4139080731,224096.1260397619
14163,1090,5,1,Urban,1958,195892.79698509324,227166.1971394754
14164,1166,4,1,Suburb,1998,58483.33236478173,223234.18985728978
14165,1958,5,3,Urban,1999,257202.14455246675,227166.1971394754
14166,1206,2,3,Urban,1954,225477.57959419017,227166.1971394754
14167,2305,3,2,Suburb,1986,242072.12396603817,223234.18985728978
14168,2088,5,1,Rural,1982,172713.1406463716,224096.1260397619
14169,2911,4,2,Urban,1964,253709.53005797116,227166.1971394754
14170,1515,3,2,Rural,1971,201792.8011981934,224096.1260397619
14171,2180,4,2,Suburb,2014,208156.61186823816,223234.18985728978
14172,2784,5,2,Suburb,2001,367009.22693820565,223234.18985728978
14173,2792,5,1,Rural,1998,277686.6593222413,224096.1260397619
14174,1746,4,2,Suburb,1983,188755.9158752064,223234.18985728978
14175,1305,3,1,Rural,1986,91358.67570163896,224096.1260397619
14176,2901,3,1,Urban,2017,343811.5243292376,227166.1971394754
14177,1394,3,3,Suburb,1966,164990.02211730942,223234.18985728978
14178,2097,5,2,Rural,2001,291645.12627380376,224096.1260397619
14179,1186,5,3,Suburb,2016,74123.53973276317,223234.18985728978
14180,2597,4,3,Suburb,2009,240105.24990242568,223234.18985728978
14181,2360,4,3,Rural,2006,259933.22114179036,224096.1260397619
14182,2699,2,1,Rural,1999,274253.37948119175,224096.1260397619
14183,2591,2,2,Rural,2004,323900.4208034633,224096.1260397619
14184,1622,2,3,Rural,1950,158002.68648338725,224096.1260397619
14185,1729,4,1,Suburb,2002,205741.5502658052,223234.18985728978
14186,1239,3,3,Rural,2018,135254.33079129475,224096.1260397619
14187,1532,2,1,Rural,1995,183673.4159239103,224096.1260397619
14188,1140,4,1,Rural,2006,104926.27458401084,224096.1260397619
14189,2288,5,1,Urban,2003,252362.2195368196,227166.1971394754
14190,1138,3,1,Suburb,1960,207335.2694973953,223234.18985728978
14191,1458,2,2,Urban,1973,206388.88917672803,227166.1971394754
14192,1069,5,1,Rural,1958,188364.6505805698,224096.1260397619
14193,1384,3,3,Suburb,1959,106268.94749651916,223234.18985728978
14194,1629,3,2,Rural,1972,227444.3863119689,224096.1260397619
14195,1197,5,3,Urban,2011,236157.7924271556,227166.1971394754
14196,1204,2,2,Suburb,2016,86154.33480816428,223234.18985728978
14197,2749,2,3,Rural,1951,283370.79262220435,224096.1260397619
14198,1567,5,3,Suburb,1975,160718.19926574803,223234.18985728978
14199,2822,5,1,Urban,2002,319140.0961512344,227166.1971394754
14200,1981,5,3,Suburb,2018,245491.9398581814,223234.18985728978
14201,1804,4,2,Urban,2004,196471.7527933984,227166.1971394754
14202,2710,3,3,Urban,1989,294821.718995453,227166.1971394754
14203,1858,2,1,Urban,2003,196088.961532215,227166.1971394754
14204,1881,2,1,Suburb,1993,311259.9437936088,223234.18985728978
14205,1973,5,2,Suburb,2020,205528.79877406167,223234.18985728978
14206,1639,3,3,Suburb,1964,331404.62886564014,223234.18985728978
14207,2454,5,1,Suburb,1967,297597.44429691613,223234.18985728978
14208,2913,3,2,Rural,2020,318195.1751590042,224096.1260397619
14209,1324,5,2,Rural,2016,248220.21571403235,224096.1260397619
14210,1441,5,1,Rural,1967,208890.085066738,224096.1260397619
14211,1803,3,2,Suburb,1978,229163.51434589483,223234.18985728978
14212,1287,2,3,Urban,1988,98938.3904035788,227166.1971394754
14213,1225,2,3,Urban,2003,119075.84414635388,227166.1971394754
14214,2087,4,3,Rural,2006,192912.09020175863,224096.1260397619
14215,1966,3,2,Rural,1962,140454.67452992272,224096.1260397619
14216,1937,2,2,Suburb,2018,214951.4275829982,223234.18985728978
14217,1559,2,3,Suburb,1972,235056.0082444493,223234.18985728978
14218,1713,3,3,Rural,1955,187368.0715194935,224096.1260397619
14219,1497,2,1,Suburb,1974,151909.9307727252,223234.18985728978
14220,1848,3,3,Rural,1963,182693.2466079834,224096.1260397619
14221,1925,2,2,Rural,1964,125087.78008035535,224096.1260397619
14222,2940,5,1,Suburb,2013,319948.02928345045,223234.18985728978
14223,1059,3,2,Suburb,1970,114905.28684857636,223234.18985728978
14224,2420,3,2,Rural,1964,335569.3880809462,224096.1260397619
14225,1256,2,3,Rural,1967,66588.3520157814,224096.1260397619
14226,1576,3,1,Urban,2002,81125.83032482013,227166.1971394754
14227,1238,4,2,Rural,2008,111060.40558764397,224096.1260397619
14228,2824,4,2,Suburb,1978,314575.1947577601,223234.18985728978
14229,1037,3,3,Suburb,2003,224816.9852914068,223234.18985728978
14230,1024,4,2,Suburb,2011,114136.20089761131,223234.18985728978
14231,1409,2,2,Urban,2002,103014.2748819229,227166.1971394754
14232,1460,2,3,Urban,2006,170841.68115873184,227166.1971394754
14233,2594,3,3,Suburb,1985,316947.9486011077,223234.18985728978
14234,1987,2,3,Rural,1955,163448.13065668056,224096.1260397619
14235,2440,2,2,Rural,2006,220756.99429722407,224096.1260397619
14236,1356,4,1,Rural,1999,206400.528258977,224096.1260397619
14237,1382,2,2,Rural,2017,121523.5018422842,224096.1260397619
14238,2832,2,1,Suburb,1950,232314.7111484484,223234.18985728978
14239,2181,4,2,Urban,1965,262607.2281759365,227166.1971394754
14240,1568,5,2,Rural,1954,170610.3472146429,224096.1260397619
14241,2456,3,1,Suburb,1965,247593.9938227304,223234.18985728978
14242,2071,3,2,Suburb,1955,259189.4333731641,223234.18985728978
14243,2351,5,2,Rural,1978,297759.03882430535,224096.1260397619
14244,1432,4,2,Rural,2016,124310.28938898144,224096.1260397619
14245,2454,4,2,Rural,1991,210013.26588508303,224096.1260397619
14246,1055,2,2,Urban,1969,143279.6441846912,227166.1971394754
14247,1576,2,1,Rural,2002,186323.48071845656,224096.1260397619
14248,1267,3,2,Rural,1954,107346.55184007494,224096.1260397619
14249,1068,3,1,Suburb,1990,81362.93165064618,223234.18985728978
14250,2751,4,2,Urban,2003,362263.0142255926,227166.1971394754
14251,1901,2,3,Suburb,1952,182882.6654278917,223234.18985728978
14252,2624,4,2,Suburb,1974,263763.66469376726,223234.18985728978
14253,2472,5,3,Suburb,1966,343234.28555420926,223234.18985728978
14254,1792,3,1,Rural,1984,152917.48243660486,224096.1260397619
14255,1256,3,2,Rural,1974,97764.12458263214,224096.1260397619
14256,1671,4,3,Rural,2015,226556.42460277135,224096.1260397619
14257,1489,2,3,Rural,1977,254861.5893806,224096.1260397619
14258,1745,2,3,Rural,2001,275968.0214329301,224096.1260397619
14259,2666,5,2,Suburb,2017,296477.58795798605,223234.18985728978
14260,1048,5,2,Urban,2017,197296.28027425823,227166.1971394754
14261,2682,5,3,Urban,1968,257513.61252586724,227166.1971394754
14262,1315,4,1,Urban,1961,111813.51395904575,227166.1971394754
14263,1412,3,3,Rural,1976,172995.4385020414,224096.1260397619
14264,1433,4,1,Suburb,1965,178449.95215322424,223234.18985728978
14265,2025,4,2,Urban,1983,248724.90438747403,227166.1971394754
14266,2864,2,2,Urban,1968,295872.0058513885,227166.1971394754
14267,2975,5,2,Urban,1959,345050.1147707221,227166.1971394754
14268,2168,3,1,Rural,1967,212082.39290674223,224096.1260397619
14269,2979,5,2,Rural,2005,297028.93755140627,224096.1260397619
14270,2389,5,3,Urban,1957,282471.3411577721,227166.1971394754
14271,1419,5,3,Rural,2002,177213.29780037102,224096.1260397619
14272,2596,3,3,Rural,1997,264683.9701390405,224096.1260397619
14273,2808,2,2,Urban,2021,330773.4775604835,227166.1971394754
14274,2584,3,3,Rural,1985,358176.5109726165,224096.1260397619
14275,1843,3,1,Suburb,2006,242798.0827968991,223234.18985728978
14276,2467,2,1,Suburb,1996,278395.946947486,223234.18985728978
14277,1915,3,1,Urban,2017,164375.6678849393,227166.1971394754
14278,1433,3,1,Rural,1975,149822.1275797821,224096.1260397619
14279,1642,4,3,Urban,1963,242193.3945489225,227166.1971394754
14280,2578,3,1,Rural,1957,262576.05293999845,224096.1260397619
14281,1056,4,3,Suburb,1996,132634.14948218554,223234.18985728978
14282,2585,4,2,Rural,1982,304288.58830146585,224096.1260397619
14283,1963,4,3,Suburb,1958,285962.6756520191,223234.18985728978
14284,1976,5,3,Rural,1973,203629.74859882903,224096.1260397619
14285,2201,2,3,Suburb,1981,286662.6209617272,223234.18985728978
14286,2316,5,3,Urban,1987,294801.9704117267,227166.1971394754
14287,1045,2,2,Rural,1997,91099.39005129402,224096.1260397619
14288,2193,3,3,Urban,1955,128094.73095021395,227166.1971394754
14289,2294,4,1,Rural,1967,177715.64269062955,224096.1260397619
14290,1416,5,3,Urban,2012,186743.67485866876,227166.1971394754
14291,1847,3,2,Suburb,2011,230518.19207038835,223234.18985728978
14292,1138,5,1,Urban,2021,237975.7023020505,227166.1971394754
14293,1246,3,1,Suburb,1987,168536.74586971058,223234.18985728978
14294,2171,5,2,Urban,1974,230075.5976030531,227166.1971394754
14295,1229,3,3,Urban,1960,39715.8414650675,227166.1971394754
14296,1791,3,3,Suburb,1978,235201.71981608507,223234.18985728978
14297,1636,5,3,Suburb,1976,162429.24292035654,223234.18985728978
14298,2727,3,2,Rural,1954,321056.1641792687,224096.1260397619
14299,1373,4,2,Rural,2012,95500.39856762084,224096.1260397619
14300,2103,4,1,Rural,1958,267497.9149094438,224096.1260397619
14301,2629,4,3,Urban,1972,382114.7975741557,227166.1971394754
14302,1737,4,3,Rural,1962,237418.44512543277,224096.1260397619
14303,2088,2,2,Suburb,1989,211897.095007254,223234.18985728978
14304,1087,5,2,Rural,1993,135683.9342624447,224096.1260397619
14305,2111,4,1,Rural,1958,308276.12114547857,224096.1260397619
14306,1712,4,3,Suburb,2011,225403.2513332063,223234.18985728978
14307,2749,4,1,Suburb,2008,332181.7097228409,223234.18985728978
14308,2227,2,1,Rural,1951,184554.8536852504,224096.1260397619
14309,2936,5,2,Suburb,2014,248499.18709840457,223234.18985728978
14310,2405,3,3,Suburb,2021,289659.99382459634,223234.18985728978
14311,1600,2,1,Rural,1981,109348.07465011864,224096.1260397619
14312,2499,4,3,Rural,1970,208221.41649520435,224096.1260397619
14313,2596,4,2,Urban,2004,210638.29075115957,227166.1971394754
14314,2806,2,1,Urban,1971,387436.6823614803,227166.1971394754
14315,2629,5,3,Suburb,2015,260324.6356304268,223234.18985728978
14316,2842,5,3,Urban,2007,288322.723703985,227166.1971394754
14317,1538,3,3,Suburb,1992,215646.9652544876,223234.18985728978
14318,1213,2,2,Suburb,1959,116398.1861560344,223234.18985728978
14319,1073,5,1,Rural,2014,67250.35683927704,224096.1260397619
14320,1060,2,1,Urban,1994,236714.68329616223,227166.1971394754
14321,1697,5,3,Suburb,1992,249659.94175111369,223234.18985728978
14322,2566,5,1,Urban,1993,318492.93098014325,227166.1971394754
14323,2242,4,2,Urban,2004,215010.1415579118,227166.1971394754
14324,1011,5,3,Suburb,1959,157783.19035612425,223234.18985728978
14325,1813,5,3,Urban,1957,172005.16033269785,227166.1971394754
14326,2438,2,2,Rural,1953,233278.0748038565,224096.1260397619
14327,1031,5,3,Urban,1983,151853.76710399362,227166.1971394754
14328,2183,5,1,Rural,2005,206696.6103080801,224096.1260397619
14329,2000,2,1,Suburb,1975,278652.86853277683,223234.18985728978
14330,1236,5,2,Urban,1978,187268.6701591437,227166.1971394754
14331,2762,2,2,Suburb,2008,315420.8409385682,223234.18985728978
14332,2204,2,1,Suburb,2021,167859.49459195224,223234.18985728978
14333,2852,2,3,Suburb,2003,337276.6934594334,223234.18985728978
14334,1557,2,2,Suburb,1968,146804.54655125918,223234.18985728978
14335,2364,4,1,Rural,1957,279932.93198918726,224096.1260397619
14336,2481,4,1,Urban,1961,249560.1643900049,227166.1971394754
14337,2103,4,2,Suburb,1962,189918.29070346884,223234.18985728978
14338,1646,4,3,Rural,2015,243916.44393023188,224096.1260397619
14339,2795,2,1,Urban,1968,251282.80899229256,227166.1971394754
14340,1986,2,3,Urban,1963,200602.39358216303,227166.1971394754
14341,1819,2,1,Suburb,1973,93383.2248844147,223234.18985728978
14342,2782,2,2,Urban,1983,365715.9372803344,227166.1971394754
14343,1472,4,1,Suburb,1963,168779.35833717138,223234.18985728978
14344,2694,5,3,Rural,1950,351258.3210175762,224096.1260397619
14345,2738,4,1,Urban,1966,295135.4002248819,227166.1971394754
14346,1111,2,1,Suburb,2016,30622.55450468101,223234.18985728978
14347,2315,2,2,Rural,1973,307120.63805214094,224096.1260397619
14348,2973,5,3,Suburb,1966,338095.34381333366,223234.18985728978
14349,2845,2,3,Urban,1987,264989.57869076595,227166.1971394754
14350,2654,5,3,Rural,1960,402316.002128851,224096.1260397619
14351,1382,2,2,Suburb,1975,123823.4848707646,223234.18985728978
14352,1016,5,3,Rural,1962,93916.21122525758,224096.1260397619
14353,1492,3,1,Rural,1992,47952.41730263661,224096.1260397619
14354,2354,3,3,Rural,2006,272852.4049210696,224096.1260397619
14355,1925,3,1,Urban,1965,217984.8639467882,227166.1971394754
14356,2762,3,1,Urban,2002,290082.1188145005,227166.1971394754
14357,2896,2,1,Urban,1968,404806.6783011548,227166.1971394754
14358,2509,2,2,Urban,1968,240954.07290957644,227166.1971394754
14359,2429,2,2,Urban,1986,306721.96438490355,227166.1971394754
14360,1116,3,2,Rural,2020,67061.21065500725,224096.1260397619
14361,2578,5,2,Rural,1962,331879.9256636449,224096.1260397619
14362,1879,5,1,Urban,1954,140592.590825741,227166.1971394754
14363,1114,3,1,Suburb,2003,129954.1559630858,223234.18985728978
14364,2818,2,3,Suburb,1984,312097.2913555951,223234.18985728978
14365,2572,3,2,Urban,2013,220050.2470336132,227166.1971394754
14366,1813,4,3,Urban,1956,202411.68872965063,227166.1971394754
14367,2648,5,2,Rural,1971,256765.16738238977,224096.1260397619
14368,2570,3,2,Rural,1954,290892.14790961135,224096.1260397619
14369,1643,3,3,Urban,1957,214222.57517990036,227166.1971394754
14370,2359,3,2,Urban,1978,280073.2947326641,227166.1971394754
14371,1335,3,3,Suburb,1990,119539.83511621204,223234.18985728978
