,SquareFeet,Bedrooms,Bathrooms,Neighborhood,YearBuilt,Price,Rural,Suburb,Urban
11125,2230,5,1,Suburb,1988,163825.96057054756,0,1,0
11126,1911,3,3,Suburb,1982,167151.7584344309,0,1,0
11127,2294,4,3,Urban,2005,313799.2202796917,0,0,1
11128,1760,4,3,Urban,1972,157283.2923640472,0,0,1
11129,2802,4,2,Rural,1984,279101.4335440056,1,0,0
11130,1704,5,3,Urban,2017,105439.0205130888,0,0,1
11131,2870,5,3,Rural,1962,360073.29839750205,1,0,0
11132,2753,3,2,Suburb,1966,291466.87781357183,0,1,0
11133,1114,2,3,Urban,1989,80801.0449196187,0,0,1
11134,2603,3,1,Rural,1963,263854.5312318722,1,0,0
11135,2322,4,3,Urban,1987,367459.0569235189,0,0,1
11136,2860,3,2,Urban,2014,323539.1029759268,0,0,1
11137,2506,2,2,Suburb,1984,353913.8325150974,0,1,0
11138,1396,3,1,Suburb,2002,92874.62273836372,0,1,0
11139,1393,2,3,Suburb,1959,151149.9622184879,0,1,0
11140,2098,2,1,Suburb,1950,168005.94036803552,0,1,0
11141,1977,4,3,Urban,2021,212769.29674247443,0,0,1
11142,2505,2,2,Rural,1992,255073.72419060877,1,0,0
11143,2126,5,2,Suburb,1967,303318.1500806292,0,1,0
11144,1296,3,1,Urban,2018,192753.40062912524,0,0,1
11145,2001,3,2,Urban,1989,247683.75331673824,0,0,1
11146,1177,5,2,Suburb,2011,69703.63326566468,0,1,0
11147,2238,5,3,Suburb,1964,276002.66604596283,0,1,0
11148,1966,4,1,Urban,2018,136620.0955736437,0,0,1
11149,1314,3,1,Suburb,2009,175868.42970924283,0,1,0
11150,2062,5,3,Urban,1983,262339.3037227812,0,0,1
11151,1258,4,3,Urban,1984,179565.43910317976,0,0,1
11152,2739,3,1,Suburb,2010,317263.82056761166,0,1,0
11153,1006,3,2,Urban,2008,208925.718804658,0,0,1
11154,1048,5,1,Suburb,1951,149709.8584480311,0,1,0
11155,2561,2,3,Rural,1972,285927.790444218,1,0,0
11156,1160,2,1,Rural,1970,140406.8868974193,1,0,0
11157,2892,5,2,Urban,1954,271844.4721042153,0,0,1
11158,1175,2,1,Urban,1967,162827.8386978961,0,0,1
11159,2614,3,1,Suburb,1983,252511.96388969632,0,1,0
11160,2025,4,2,Suburb,1976,316204.6601757153,0,1,0
11161,2000,4,2,Suburb,2000,197174.35502127657,0,1,0
11162,2918,5,2,Urban,1977,293103.03663673584,0,0,1
11163,1454,4,2,Urban,1966,191168.66382989817,0,0,1
11164,2951,5,3,Suburb,1950,284096.63589694374,0,1,0
11165,2667,2,1,Suburb,1976,256967.1811302488,0,1,0
11166,1275,3,1,Urban,2008,177329.21686618586,0,0,1
11167,1497,2,1,Rural,1988,205569.53491986587,1,0,0
11168,2652,5,1,Urban,2003,316818.2277168856,0,0,1
11169,1675,3,1,Rural,2003,149309.1487623435,1,0,0
11170,2823,3,3,Urban,2021,352472.7652834504,0,0,1
11171,2051,3,3,Rural,1985,141936.23700196424,1,0,0
11172,2356,2,1,Urban,1967,198867.25674768857,0,0,1
11173,2024,3,1,Suburb,1954,238488.83244057195,0,1,0
11174,2211,2,1,Rural,1995,204711.38479518975,1,0,0
11175,1055,2,3,Rural,1981,118004.91342609005,1,0,0
11176,1546,3,1,Rural,2018,209891.6506475549,1,0,0
11177,2135,5,2,Urban,1977,228644.2830872468,0,0,1
11178,2821,3,3,Urban,1966,290472.8743166244,0,0,1
11179,2333,3,2,Urban,2003,204385.48629548383,0,0,1
11180,1035,2,2,Rural,1963,137956.28790236235,1,0,0
11181,1438,3,2,Suburb,1989,196600.78910799703,0,1,0
11182,2752,5,3,Urban,1963,382764.1839929805,0,0,1
11183,2615,3,2,Rural,1951,212037.9002637415,1,0,0
11184,2849,5,1,Suburb,1956,259023.89799939687,0,1,0
11185,1594,4,1,Urban,1971,125027.92877068873,0,0,1
11186,2600,4,2,Rural,1967,224320.8925106293,1,0,0
11187,2348,4,3,Rural,1957,322048.2576216994,1,0,0
11188,2663,3,1,Urban,1992,218590.8359338081,0,0,1
11189,1306,2,3,Rural,1987,105530.09180405816,1,0,0
11190,2557,5,1,Suburb,2004,278386.4710873859,0,1,0
11191,2751,4,3,Suburb,1999,264825.58770271955,0,1,0
11192,1618,5,1,Suburb,1998,238881.67606140504,0,1,0
11193,2132,2,2,Suburb,1985,242574.51069469395,0,1,0
11194,2395,5,2,Urban,1979,252915.2170688476,0,0,1
11195,1356,5,2,Rural,1965,223314.6637093845,1,0,0
11196,1180,4,3,Urban,2019,187267.028323064,0,0,1
11197,2379,5,2,Rural,2020,336159.34371421847,1,0,0
11198,2699,4,3,Rural,1973,207998.76357143663,1,0,0
11199,1067,2,1,Suburb,2016,117157.82056300883,0,1,0
11200,1291,4,1,Suburb,2002,135386.92443842476,0,1,0
11201,1691,5,3,Rural,2005,197980.3471601733,1,0,0
11202,1180,2,2,Urban,1997,148976.26876854032,0,0,1
11203,2489,3,3,Suburb,1970,285828.6415808981,0,1,0
11204,1433,3,3,Suburb,1958,187235.8721590985,0,1,0
11205,2487,2,3,Urban,2005,255969.64141035947,0,0,1
11206,2704,2,1,Rural,1990,265902.3389458477,1,0,0
11207,1913,5,1,Urban,1992,227483.86990164785,0,0,1
11208,2557,3,1,Suburb,1961,225764.77330629775,0,1,0
11209,1065,2,2,Rural,1973,145592.32468312743,1,0,0
11210,2044,3,1,Rural,1993,287676.1075906355,1,0,0
11211,2635,3,1,Rural,1969,349194.11055284773,1,0,0
11212,1383,5,3,Suburb,1984,141517.6867588322,0,1,0
11213,2835,2,2,Suburb,1984,261828.3900542025,0,1,0
11214,2638,4,3,Urban,1998,304207.0280399617,0,0,1
11215,2582,2,3,Rural,1954,348842.6682340673,1,0,0
11216,1038,3,3,Suburb,1997,87154.4161617253,0,1,0
11217,2308,4,3,Suburb,1996,263399.88321551966,0,1,0
11218,1821,4,1,Rural,2004,148124.5114635842,1,0,0
11219,1601,3,2,Urban,2019,317972.31337579165,0,0,1
11220,2620,4,1,Urban,2020,295451.1473958946,0,0,1
11221,1784,4,3,Rural,1950,301612.2355780888,1,0,0
11222,2359,2,1,Urban,1971,232623.6524092471,0,0,1
11223,2211,3,2,Rural,1985,298060.9504540284,1,0,0
11224,1670,5,1,Suburb,2012,163805.60236610728,0,1,0
11225,2266,4,1,Suburb,1954,279310.4377879741,0,1,0
11226,2096,3,2,Suburb,1996,215350.0161755787,0,1,0
11227,1478,2,3,Urban,1999,143035.910331442,0,0,1
11228,2997,2,3,Urban,2005,341987.5764383688,0,0,1
11229,1560,2,3,Urban,1985,175476.05027710658,0,0,1
11230,1100,4,2,Urban,1964,69616.26595122082,0,0,1
11231,1513,5,1,Rural,1998,164787.47635095764,1,0,0
11232,2779,2,3,Urban,1988,223131.09954788967,0,0,1
11233,1175,5,2,Urban,2019,119492.4207045421,0,0,1
11234,1237,3,2,Urban,1965,121359.75926532588,0,0,1
11235,1909,2,2,Urban,2003,215259.08694885377,0,0,1
11236,2082,4,3,Urban,1979,225788.63458845083,0,0,1
11237,2888,2,2,Rural,2007,345990.3577433867,1,0,0
11238,2122,4,3,Suburb,2016,289684.6195508115,0,1,0
11239,2977,3,1,Urban,1990,336185.1425343478,0,0,1
11240,1870,5,2,Suburb,1967,262951.9538677786,0,1,0
11241,2977,5,2,Urban,2012,288461.30490177794,0,0,1
11242,1494,5,3,Urban,1978,262710.49581064493,0,0,1
11243,1946,2,3,Rural,2021,146705.0147685735,1,0,0
11244,2537,2,3,Suburb,2009,213258.1167687125,0,1,0
11245,1754,3,1,Rural,2021,221348.71121153372,1,0,0
11246,2320,5,3,Suburb,1952,351478.73856627813,0,1,0
11247,1210,3,2,Rural,1959,145020.79211705743,1,0,0
11248,2146,4,1,Rural,2021,316781.64815853984,1,0,0
11249,2252,2,3,Suburb,2006,230013.70260664556,0,1,0
11250,2617,5,3,Rural,2020,275912.1073286375,1,0,0
11251,2679,2,2,Rural,1968,308764.3166522074,1,0,0
11252,2411,5,2,Urban,1963,298284.5289532457,0,0,1
11253,1139,5,3,Suburb,1999,257000.74012229996,0,1,0
11254,1540,2,1,Rural,1982,155606.81546924694,1,0,0
11255,2414,2,3,Suburb,2013,212808.459141867,0,1,0
11256,1269,3,1,Rural,1989,148913.454845293,1,0,0
11257,2782,2,2,Rural,2014,312971.32435257995,1,0,0
11258,2035,2,2,Urban,1981,270297.582985378,0,0,1
11259,2890,2,1,Urban,1981,293970.27066253964,0,0,1
11260,2412,4,1,Urban,1969,187194.6717592204,0,0,1
11261,2360,4,2,Urban,1985,297692.2736417492,0,0,1
11262,1505,4,1,Rural,1983,145035.11448239334,1,0,0
11263,2129,3,2,Suburb,1982,285234.44876209414,0,1,0
11264,1031,3,3,Urban,1971,164342.52302158443,0,0,1
11265,2097,5,1,Rural,1979,216796.7619166574,1,0,0
11266,2194,3,1,Urban,2012,207016.0872629696,0,0,1
11267,2872,2,2,Rural,1996,270589.3097782296,1,0,0
11268,2092,5,1,Suburb,1957,249704.96399802747,0,1,0
11269,1812,2,1,Rural,1977,214999.47119111757,1,0,0
11270,1361,5,3,Urban,1994,166751.92315905108,0,0,1
11271,2672,3,2,Suburb,2005,296545.6523533666,0,1,0
11272,2456,4,1,Rural,2004,360285.26756473526,1,0,0
11273,1928,2,3,Rural,2014,299164.5866938784,1,0,0
11274,1099,5,3,Rural,1954,108936.35050216128,1,0,0
11275,2681,4,3,Suburb,2004,355066.44057151227,0,1,0
11276,1008,2,1,Rural,1961,114224.08503872696,1,0,0
11277,2597,2,2,Rural,1959,237232.24971057044,1,0,0
11278,1696,4,3,Suburb,1994,248846.49220188727,0,1,0
11279,2052,3,1,Rural,2015,192068.63917693816,1,0,0
11280,2916,4,2,Urban,1987,288319.72193828394,0,0,1
11281,2137,3,2,Suburb,1982,157952.7841187543,0,1,0
11282,1461,5,3,Rural,2010,175188.36603686496,1,0,0
11283,1920,3,1,Rural,2020,171059.76452870312,1,0,0
11284,2166,5,3,Suburb,1996,324396.8462189859,0,1,0
11285,1389,5,2,Rural,1956,165216.09868239463,1,0,0
11286,1631,5,1,Rural,1960,192740.12596205925,1,0,0
11287,1681,5,3,Suburb,1961,177530.70807499372,0,1,0
11288,1156,2,2,Suburb,2015,92504.10258159444,0,1,0
11289,1334,5,1,Suburb,2019,112788.72128506184,0,1,0
11290,2884,2,1,Rural,1997,423879.9455360107,1,0,0
11291,1259,2,3,Rural,1974,141050.61827668027,1,0,0
11292,1081,5,3,Urban,1988,111702.42281396574,0,0,1
11293,1753,3,2,Rural,1973,201801.07753942825,1,0,0
11294,2464,3,3,Rural,1970,290401.80430536484,1,0,0
11295,2968,4,1,Suburb,1969,265036.84347307263,0,1,0
11296,2195,2,3,Suburb,1993,202712.49100519763,0,1,0
11297,2254,2,1,Rural,1997,262242.9931311066,1,0,0
11298,1719,3,2,Rural,1955,164647.67837557304,1,0,0
11299,1074,2,3,Suburb,2021,63351.8882877424,0,1,0
11300,2293,3,1,Suburb,1980,219408.5425002229,0,1,0
11301,2922,4,2,Urban,2020,270843.4802985056,0,0,1
11302,1625,5,1,Suburb,1985,257245.11408435256,0,1,0
11303,1061,5,2,Urban,1986,161482.88555527723,0,0,1
11304,1873,5,3,Rural,1983,92659.08360181013,1,0,0
11305,1319,4,2,Urban,1955,139352.59504779847,0,0,1
11306,1101,2,1,Urban,2009,170732.5668960037,0,0,1
11307,2452,4,1,Suburb,1980,298854.5257057465,0,1,0
11308,1873,2,2,Suburb,1979,176226.05853134426,0,1,0
11309,2745,2,3,Suburb,1968,341240.1278450097,0,1,0
11310,1953,5,1,Suburb,1971,198533.7665245146,0,1,0
11311,1254,3,3,Suburb,1978,112120.70959465337,0,1,0
11312,2555,3,2,Rural,1968,242997.9833921886,1,0,0
11313,1569,5,2,Rural,1997,252076.51604598167,1,0,0
11314,1111,2,1,Rural,2002,124113.98848545314,1,0,0
11315,1984,4,1,Suburb,1985,193723.39936511705,0,1,0
11316,2336,5,3,Urban,1968,224213.78793326888,0,0,1
11317,1997,5,2,Urban,1953,216625.69891297875,0,0,1
11318,1460,4,3,Urban,1964,151406.6914429649,0,0,1
11319,1707,2,3,Urban,2012,144827.58374948817,0,0,1
11320,1886,5,3,Suburb,1955,204947.1870051621,0,1,0
11321,2485,5,2,Urban,2014,297692.88997242035,0,0,1
11322,2888,2,2,Urban,1953,468470.3780038055,0,0,1
11323,2115,4,3,Suburb,1975,220678.01834675227,0,1,0
11324,2075,4,3,Urban,2014,244237.55557722747,0,0,1
11325,2828,3,3,Rural,1953,261451.98674908016,1,0,0
11326,1519,3,2,Urban,1985,272623.00043352874,0,0,1
11327,1811,4,2,Rural,1953,213343.0007427658,1,0,0
11328,2121,3,2,Rural,1975,257305.47380699945,1,0,0
11329,1235,3,3,Suburb,2001,168861.7017443294,0,1,0
11330,2924,2,2,Rural,2000,446341.3622232245,1,0,0
11331,2397,5,3,Urban,2008,318524.6890863698,0,0,1
11332,2604,3,1,Suburb,1970,291001.2635881166,0,1,0
11333,1926,3,3,Rural,2011,220182.61388340505,1,0,0
11334,1556,2,2,Rural,1965,176624.32963849194,1,0,0
11335,1648,4,1,Rural,1975,149325.92344999543,1,0,0
11336,1233,3,1,Rural,1987,124926.7660405104,1,0,0
11337,2055,5,1,Urban,1979,292154.138881599,0,0,1
11338,2312,3,1,Urban,1975,216016.286299197,0,0,1
11339,2661,5,3,Suburb,1972,280878.4618823147,0,1,0
11340,1578,4,3,Suburb,1979,171721.24024283505,0,1,0
11341,1541,3,2,Rural,1975,136269.95397557603,1,0,0
11342,1113,5,2,Urban,2005,152663.9287255334,0,0,1
11343,1203,5,2,Urban,2016,151506.59398024812,0,0,1
11344,2052,5,2,Rural,1980,182238.77394977285,1,0,0
11345,1642,4,1,Suburb,1971,153228.28108391527,0,1,0
11346,1473,5,2,Rural,1971,168461.00574156918,1,0,0
11347,1696,2,2,Suburb,2005,139640.53569950513,0,1,0
11348,1252,4,3,Urban,2008,88514.45628168715,0,0,1
11349,2821,5,1,Rural,1958,257617.8262088473,1,0,0
11350,1904,4,2,Suburb,1969,207254.5331345647,0,1,0
11351,2945,4,1,Suburb,1976,286716.9157882798,0,1,0
11352,1385,2,2,Suburb,1976,174787.63318525083,0,1,0
11353,1061,5,1,Rural,2010,185898.5862942809,1,0,0
11354,1514,4,1,Rural,1978,132256.31295968872,1,0,0
11355,1429,4,3,Urban,2017,129772.78435532872,0,0,1
11356,1579,5,2,Suburb,2001,219634.0287998767,0,1,0
11357,2560,2,2,Rural,1964,275243.25786346296,1,0,0
11358,2714,3,1,Rural,1956,345368.4966429415,1,0,0
11359,2164,5,2,Urban,2015,238158.6292325524,0,0,1
11360,1742,3,3,Suburb,1973,208634.380129018,0,1,0
11361,2323,5,1,Rural,2015,306964.78022476204,1,0,0
11362,1674,5,1,Rural,1971,170978.56852524087,1,0,0
11363,1310,4,3,Rural,2018,54318.83607057079,1,0,0
11364,1470,5,2,Rural,2020,287155.6284858837,1,0,0
11365,2416,2,1,Urban,1992,307672.97419967654,0,0,1
11366,2665,2,1,Urban,1957,247124.90070097052,0,0,1
11367,2468,5,2,Suburb,2000,250580.24385160088,0,1,0
11368,2781,4,2,Urban,1980,203331.96909146316,0,0,1
11369,1808,4,3,Suburb,1997,243339.28089359452,0,1,0
11370,1171,3,1,Suburb,1996,116915.55663746723,0,1,0
11371,1575,5,3,Rural,2005,269568.05263016245,1,0,0
11372,1030,3,2,Rural,2016,92971.7821758546,1,0,0
11373,1046,4,2,Rural,1955,63537.58579026943,1,0,0
11374,1129,2,2,Suburb,2013,86694.37749279624,0,1,0
11375,1351,4,3,Rural,2021,199321.0332124584,1,0,0
11376,1977,2,3,Rural,1965,120832.98710812248,1,0,0
11377,2868,3,2,Urban,1978,362617.71997680987,0,0,1
11378,2645,4,3,Urban,1965,259375.46893886957,0,0,1
11379,2604,2,1,Urban,1959,288006.0133229153,0,0,1
11380,1057,3,3,Urban,1972,23521.625159097646,0,0,1
11381,2129,4,3,Suburb,1982,160689.86150895694,0,1,0
11382,1811,5,1,Rural,1958,240339.63556852337,1,0,0
11383,2353,4,3,Urban,1982,237720.4276169899,0,0,1
11384,1767,3,3,Suburb,1953,242296.9344668287,0,1,0
11385,2847,4,1,Suburb,1989,274715.1135468251,0,1,0
11386,1682,3,3,Rural,1956,161098.06573163485,1,0,0
11387,2406,2,3,Suburb,1988,187702.70382887532,0,1,0
11388,2185,4,3,Suburb,2019,245325.26350003644,0,1,0
11389,1996,3,3,Suburb,2011,185354.69651504696,0,1,0
11390,1285,3,1,Urban,1956,177361.91688301534,0,0,1
11391,2094,5,1,Urban,1955,320618.0307286554,0,0,1
11392,2790,2,3,Urban,1951,320037.75130993914,0,0,1
11393,2477,5,3,Rural,1992,362521.0094467441,1,0,0
11394,1885,5,1,Rural,2019,200070.8816039532,1,0,0
11395,2590,4,1,Rural,2000,362876.8521962053,1,0,0
11396,2858,3,2,Urban,2001,417417.1707154523,0,0,1
11397,1396,3,1,Suburb,2015,139241.23869761778,0,1,0
11398,2538,3,3,Suburb,2003,245078.15970956316,0,1,0
11399,1025,4,1,Rural,1989,73887.29043958809,1,0,0
11400,1312,4,3,Rural,1964,97864.48874496076,1,0,0
11401,1125,2,1,Urban,1956,113478.4175452417,0,0,1
11402,2431,5,1,Rural,1982,274227.6565302273,1,0,0
11403,2588,2,1,Urban,2007,245645.47554113573,0,0,1
11404,2221,2,3,Rural,1983,304471.4056394157,1,0,0
11405,1810,4,1,Suburb,2005,195947.5716401856,0,1,0
11406,1187,3,1,Suburb,2008,200069.8825557444,0,1,0
11407,1697,4,2,Urban,1972,217076.6828432783,0,0,1
11408,2840,4,2,Suburb,2004,377762.9853041228,0,1,0
11409,1809,4,1,Suburb,1974,137238.2923170281,0,1,0
11410,1715,2,1,Suburb,1991,241089.44666173443,0,1,0
11411,2507,3,3,Urban,1958,288731.19904486206,0,0,1
11412,1449,4,3,Rural,1990,161439.9002692799,1,0,0
11413,1522,2,2,Rural,1963,172171.13981159902,1,0,0
11414,2894,4,3,Urban,2011,422085.93543665286,0,0,1
11415,2377,5,1,Rural,1958,303324.9687412574,1,0,0
11416,1985,3,2,Suburb,2017,267524.5114459489,0,1,0
11417,1657,2,3,Suburb,2015,243173.39512379657,0,1,0
11418,1596,5,3,Suburb,1989,189311.65187396377,0,1,0
11419,1099,4,1,Urban,1973,170521.8641852378,0,0,1
11420,1615,5,3,Urban,2007,182760.96602736163,0,0,1
11421,1947,5,3,Suburb,2001,219573.26755805087,0,1,0
11422,2581,2,2,Urban,2005,261336.8638619481,0,0,1
11423,1555,3,3,Urban,2003,170990.84704527017,0,0,1
11424,1277,3,1,Urban,1971,63687.33952105901,0,0,1
11425,2716,2,3,Suburb,1954,278567.80327381,0,1,0
11426,2722,4,1,Urban,2013,309377.3394893249,0,0,1
11427,2649,5,1,Urban,1978,270311.6115900969,0,0,1
11428,1490,3,2,Suburb,2006,139149.83829856492,0,1,0
11429,1254,3,3,Rural,2010,139782.16622920116,1,0,0
11430,1380,5,1,Suburb,1965,224417.30774587297,0,1,0
11431,1891,4,1,Suburb,2016,294487.17398146016,0,1,0
11432,1541,5,1,Urban,1989,235430.4707380449,0,0,1
11433,2287,2,1,Rural,1989,375574.33366965177,1,0,0
11434,2633,2,2,Urban,1978,386758.4752327432,0,0,1
11435,1824,4,1,Urban,1986,207608.2233534378,0,0,1
11436,1878,3,1,Rural,1985,187819.15424555703,1,0,0
11437,2352,3,2,Rural,1983,154235.99417803503,1,0,0
11438,2138,4,2,Suburb,1986,166554.2125846771,0,1,0
11439,2299,4,2,Suburb,1998,187457.35813332192,0,1,0
11440,2511,2,1,Suburb,1978,259900.9706209426,0,1,0
11441,1280,2,1,Urban,2002,110725.24599817768,0,0,1
11442,2298,4,3,Urban,1995,257321.9937848153,0,0,1
11443,1772,3,3,Rural,1991,246378.01924227455,1,0,0
11444,1842,5,3,Rural,1985,257686.1860390037,1,0,0
11445,1718,5,2,Suburb,1964,172119.4108741308,0,1,0
11446,2919,5,3,Urban,1976,366468.6069971069,0,0,1
11447,1327,2,3,Rural,1955,172876.92567286332,1,0,0
11448,1210,4,2,Suburb,2014,156445.82358929666,0,1,0
11449,1726,3,1,Urban,2014,242183.10333551464,0,0,1
11450,1922,2,2,Suburb,1952,219325.42294031588,0,1,0
11451,1551,4,3,Rural,2021,218380.83931948044,1,0,0
11452,1025,4,3,Urban,1999,96920.56785928144,0,0,1
11453,1026,5,2,Suburb,2006,91090.55221521344,0,1,0
11454,1701,5,2,Suburb,1981,242601.8639673828,0,1,0
11455,2106,3,3,Suburb,2001,220653.2370148641,0,1,0
11456,2919,3,2,Urban,2008,315644.33768474724,0,0,1
11457,2969,5,3,Suburb,1965,345128.5539959628,0,1,0
11458,1681,5,3,Rural,2000,185664.75060972135,1,0,0
11459,1412,4,3,Urban,1997,196669.3253711699,0,0,1
11460,1166,3,1,Rural,1989,142950.3477934814,1,0,0
11461,2723,4,2,Suburb,1985,273401.19204445847,0,1,0
11462,1168,3,2,Urban,2020,91846.57332150856,0,0,1
11463,2824,3,3,Urban,2003,349939.5918831686,0,0,1
11464,1228,2,1,Rural,1977,94837.13490317223,1,0,0
11465,2632,5,2,Suburb,1951,326190.71695312863,0,1,0
11466,1366,2,2,Urban,1978,122235.06669031916,0,0,1
11467,1527,3,1,Suburb,2009,115056.13684428931,0,1,0
11468,1790,4,2,Suburb,2007,149649.56237336842,0,1,0
11469,2670,3,2,Urban,1954,281136.1002493045,0,0,1
11470,2561,2,2,Suburb,1962,285591.44783089816,0,1,0
11471,2887,5,1,Urban,2019,351649.9995224064,0,0,1
11472,1523,4,1,Rural,2008,135308.45695597457,1,0,0
11473,2095,3,3,Rural,1957,242191.87301880048,1,0,0
11474,2668,3,3,Urban,1951,337999.6941287131,0,0,1
11475,1105,5,3,Urban,1959,170234.2277227401,0,0,1
11476,1731,3,2,Suburb,1953,272343.4832323473,0,1,0
11477,2908,3,3,Urban,1984,356244.08284864656,0,0,1
11478,1964,5,3,Rural,1998,194236.12243495992,1,0,0
11479,2712,2,3,Suburb,1968,284169.1471454284,0,1,0
11480,2305,2,3,Rural,1956,277120.52930569643,1,0,0
11481,1132,2,3,Rural,1979,219178.0464969072,1,0,0
11482,1533,2,2,Rural,2011,149754.63516373048,1,0,0
11483,1974,4,1,Suburb,1972,154061.75194611272,0,1,0
11484,1268,4,2,Rural,2019,185794.4957687476,1,0,0
11485,2435,5,1,Rural,2018,312147.4149351553,1,0,0
11486,1672,5,3,Rural,1976,189137.8491852961,1,0,0
11487,2642,5,2,Urban,1971,314174.1658832934,0,0,1
11488,1790,4,3,Rural,1962,158951.8894104669,1,0,0
11489,2888,3,2,Suburb,1970,303496.6194444305,0,1,0
11490,2770,4,2,Urban,1981,352650.542404822,0,0,1
11491,1017,2,3,Rural,1996,110210.9013275169,1,0,0
11492,2777,2,3,Urban,1955,209634.6223756377,0,0,1
11493,1116,3,1,Suburb,2011,61439.96662624824,0,1,0
11494,1797,5,3,Urban,2013,217001.6772101024,0,0,1
11495,2817,4,1,Suburb,1961,286460.8965681398,0,1,0
11496,2167,3,3,Rural,1987,210043.40937759867,1,0,0
11497,2740,3,1,Urban,1956,316808.846761144,0,0,1
11498,1550,4,2,Urban,2012,237634.31961770228,0,0,1
11499,1928,3,2,Suburb,1960,122614.25223728071,0,1,0
11500,2689,5,3,Rural,1977,272431.9681678078,1,0,0
11501,2711,4,2,Suburb,1978,236142.3477354289,0,1,0
11502,2984,4,3,Urban,1989,312174.45707586774,0,0,1
11503,1752,3,3,Suburb,1976,229707.74618028945,0,1,0
11504,1421,5,3,Suburb,1981,174025.0619678871,0,1,0
11505,2921,5,1,Rural,1969,274019.62301751936,1,0,0
11506,2392,2,1,Urban,1993,283056.22004728584,0,0,1
11507,1645,4,3,Suburb,2006,174395.19802285108,0,1,0
11508,1557,2,2,Rural,2004,167655.76008685504,1,0,0
11509,1049,5,2,Urban,1951,151936.4330622736,0,0,1
11510,1677,5,2,Rural,2013,242034.8209777721,1,0,0
11511,1105,2,1,Rural,1993,108704.74911766648,1,0,0
11512,2239,4,1,Rural,2000,339812.6737292112,1,0,0
11513,1657,2,1,Urban,2008,169346.34683258232,0,0,1
11514,2946,5,2,Urban,1983,212249.46049387,0,0,1
11515,2448,5,2,Rural,1968,236917.3059219019,1,0,0
11516,2095,3,2,Urban,1952,227350.06638720975,0,0,1
11517,1987,3,2,Rural,2006,257030.1638686264,1,0,0
11518,1841,2,1,Rural,1997,273250.5268366928,1,0,0
11519,2808,3,3,Suburb,2005,322423.9116248349,0,1,0
11520,2782,5,2,Urban,1968,321339.2358448933,0,0,1
11521,1445,4,2,Rural,2005,174296.47656829155,1,0,0
11522,2948,4,1,Rural,2014,360707.8980861739,1,0,0
11523,2209,2,1,Suburb,2004,272752.1950336797,0,1,0
11524,1069,3,2,Suburb,1982,54164.866580845584,0,1,0
11525,2997,2,3,Rural,1978,230472.2056714697,1,0,0
11526,1149,3,1,Rural,2013,142799.63592408705,1,0,0
11527,2269,4,1,Suburb,1970,232023.97249537904,0,1,0
11528,1773,3,1,Suburb,2019,168448.41762391955,0,1,0
11529,2561,3,1,Urban,1968,302139.881007653,0,0,1
11530,2958,2,2,Suburb,1963,337572.9705918618,0,1,0
11531,2675,4,2,Urban,1998,274828.38856607466,0,0,1
11532,2122,3,2,Suburb,1967,183209.33392295765,0,1,0
11533,2933,4,3,Rural,2008,216075.69705934456,1,0,0
11534,2301,3,1,Urban,2007,174485.67457648556,0,0,1
11535,2586,4,1,Urban,1951,294416.3340205107,0,0,1
11536,2686,3,1,Rural,1951,325533.7978520459,1,0,0
11537,1943,5,2,Rural,1999,278841.1112690611,1,0,0
11538,1454,4,1,Suburb,1952,124516.74546541052,0,1,0
11539,2127,5,2,Urban,1988,296859.22884672176,0,0,1
11540,1945,5,2,Rural,1970,194083.2564900926,1,0,0
11541,1600,5,3,Urban,1979,184934.69067357905,0,0,1
11542,1652,3,1,Urban,2006,246624.0105710423,0,0,1
11543,1724,4,2,Suburb,1958,201830.42095043423,0,1,0
11544,1232,3,1,Urban,1952,132157.38762386367,0,0,1
11545,2417,3,2,Suburb,1969,257334.70937376888,0,1,0
11546,2524,4,2,Urban,1993,264262.6398553907,0,0,1
11547,2718,2,2,Urban,1972,323258.72106495284,0,0,1
11548,1250,3,2,Urban,1999,90442.10788264316,0,0,1
11549,2544,5,3,Suburb,1986,309469.33742109995,0,1,0
11550,1078,3,1,Suburb,2009,47541.73834527092,0,1,0
11551,2075,2,1,Urban,1954,338217.45724070736,0,0,1
11552,1897,5,2,Rural,1987,276695.5592182063,1,0,0
11553,1920,3,1,Rural,1997,231835.2975216033,1,0,0
11554,1780,4,1,Rural,2005,211829.93301830947,1,0,0
11555,1225,5,1,Rural,2011,104566.26646403396,1,0,0
11556,2074,2,3,Rural,2006,275418.58256730536,1,0,0
11557,2209,3,2,Urban,1973,273397.8133779293,0,0,1
11558,2057,4,3,Rural,1986,82913.67982600976,1,0,0
11559,1802,5,1,Rural,2009,230516.26779872237,1,0,0
11560,1741,5,1,Urban,1966,233358.4416411333,0,0,1
11561,1130,4,3,Rural,1992,156067.85211467947,1,0,0
11562,2022,2,2,Suburb,1961,163940.3698456975,0,1,0
11563,1631,5,1,Rural,1953,87398.44010915176,1,0,0
11564,2466,2,3,Rural,1954,315516.064671197,1,0,0
11565,1837,2,3,Urban,1956,135018.41694342194,0,0,1
11566,1758,4,2,Suburb,2004,188107.0789661012,0,1,0
11567,2455,5,3,Urban,1999,251255.66602263437,0,0,1
11568,1703,3,3,Suburb,1987,221052.2353024821,0,1,0
11569,1496,4,3,Urban,1950,97924.26473412922,0,0,1
